"","alpha.ini","beta.ini","a.ini","alpha.est","beta.est","a.est","iteration","nothing","convergence.code","min.value","tau.est","tau.reparam"
"1",0.77787874173373,2.1304064495489,-0.478008290877178,0.506823868599931,-0.97414872119657,0.0929345334478694,132,NA,0,372.917297176407,0.193052548554742,0.0153178223276203
"2",-1.15840239543468,-0.694466919638216,1.02781070776065,0.526769430861025,-0.995873090918421,0.0986951663528362,454,NA,0,380.788651680257,0.518192418709841,0.330313767046484
"3",-0.25562805403024,2.66726730950177,0.0849928355633754,0.550576030230426,-1.05297667573929,0.0901165777267198,108,NA,0,355.483274275,0.0719915762668777,-0.102666615046618
"4",0.692843665368855,2.04444007668644,1.35954664049871,0.531745781080889,-1.00907337010098,0.0927982242836459,180,NA,0,368.350547135369,0.171119250774832,-0.00456654042645202
"5",1.28637484274805,2.23040759749711,-0.3864298925279,0.573694147171977,-1.09066617078445,0.0949197415916737,120,NA,0,367.600460704196,0.276301977545494,0.0953608565567857
"6",-1.76245982386172,2.09595529176295,0.59433928078382,0.501525564412041,-1.04959735949999,0.109943406074103,179,NA,0,390.049963771707,0.000387865107381023,-0.207542302193318
"7",0.480730570852757,1.65759983099997,-0.69538713761574,0.505285415955478,-0.950371857043033,0.103709780558386,114,NA,0,396.816863785803,0.140677486025435,-0.0555528713520567
"8",0.979001186788082,1.78414713032544,-0.617204611216352,0.495272370131399,-0.96925242597156,0.097771579417757,110,NA,0,385.670343834617,0.272043082582765,0.0860486640579463
"9",-2.38737855199724,1.63839932344854,0.492913193261969,0.474068089599322,-0.978519780770724,0.0929351072011843,170,NA,0,376.74771350027,-0.0541946122796764,-0.233238665409382
"10",0.372103037312627,1.80001880601048,-0.172928691538453,0.485390321502327,-0.969842992076849,0.0933184054998858,104,NA,0,379.306848212093,0.12615680542051,-0.0524729125798277
"11",0.372103037312627,1.80001880601048,-0.172928691538453,0.457730371086451,-0.798161699876587,0.105044152401774,98,NA,0,423.517649230805,0.172440086446355,-0.0252730560651562
"12",0.379731866531074,1.52861493173987,-0.426162663888915,0.537388993744816,-1.0837067422006,0.0910211924634732,154,NA,0,356.084040208022,0.0917202617689044,-0.0828507702652447
