"","mu0.ini","mu1.ini","sigma.ini","a.ini","mu0.est","mu1.est","sigma.est","a.est","iteration","nothing","convergence.code","min.value"
"1",3.38879268337041,1.27416074648499,1.35287040834513,-1.2901255785561,4.21055802444422,1.69348760620158,0.917316594747737,0.728585463130719,221,NA,0,213.556789080121
"2",3.07488352432847,1.24469976779073,1.29738012603196,0.119762248344537,1.99804743323289,1.73875624009732,0.981171773194272,0.17829205396773,183,NA,0,210.773461246079
"3",0.705629390664399,2.11155306268483,1.13843566769376,1.1978195945201,1.75062246249445,2.02136757354228,0.993448829385677,0.0520325674090834,213,NA,0,212.685534590993
"4",0.768015815876424,2.18977994471788,0.764105217014787,-1.79142748409673,0.603044742874548,1.88292443786928,1.03677000071799,0.675454350184339,251,NA,0,223.141759473545
"5",3.32252301089466,1.16879968438298,0.721985320126072,-0.984475553913686,2.16266654925499,1.90998471013396,0.978786741527127,8.56400799603104e-07,313,NA,0,210.38273634341
"6",0.948868783190846,1.53838333487511,2.80489418958245,-0.251761459250325,1.64328329764747,2.04560150189168,1.03873044038875,3.8452305591564e-06,201,NA,0,220.303680685759
"7",2.32633819524199,0.226688701659441,0.602321047065477,1.587023734354,1.50440749106703,2.07280176903056,0.949621835520569,0.36762739790067,287,NA,0,208.201022066326
"8",3.54757290519774,1.66999147180468,0.858473968694258,0.817553980265658,1.21082469887253,2.05025855770857,0.976297441781345,0.324519165736719,339,NA,0,215.871738421449
"9",1.81680415105075,1.32158126402646,1.11253425193205,0.313706277341357,1.42471060411642,2.02779488005883,0.938585397600259,5.4093740294701e-08,191,NA,0,207.939813543028
"10",1.23834697157145,1.23329423926771,2.90714536854828,-1.62084065784158,1.61623789901962,1.79717977955464,1.00025264703959,0.540538687056901,259,NA,0,213.059036926335
"11",0.574192625470459,1.987722706981,0.792757397980191,-1.831468116929,0.836855417832291,2.15260622315271,0.970775984748113,0.590880706531446,263,NA,0,216.606210594987
"12",1.56973314005882,3.98146624490619,2.13215759481511,-0.181320491570426,1.79177962613617,2.03356208628022,0.971421332325212,8.20712245287769e-07,247,NA,0,209.22233629028
"13",1.50096455495805,0.110201795585454,1.14566114349408,-0.14406332289954,1.82798527795136,1.86894903534481,1.06225309741017,0.651927848502158,167,NA,0,221.897699215803
"14",0.849762761034071,2.7652117209509,0.986799285556712,0.404657792577377,1.35378104350927,2.08929465215739,0.889501229924809,0.184825198904151,239,NA,0,202.586009159824
"15",0.628958239220083,2.71667333785444,2.91082657604215,-0.803088877735799,0.715245819453992,1.93197338322538,0.90896310569289,0.604293394718473,271,NA,0,206.252694404217
"16",1.70471917465329,2.18396094720811,1.79615545542798,-2.12092097360216,1.54689091685566,2.01652121589084,0.897737243642426,5.66128501612009e-07,351,NA,0,199.920381404351
"17",0.0213808184489608,3.1794023597613,1.34316378133912,1.20215176985628,1.70850988231269,2.04202724948326,0.935601193005857,2.03856445600094e-06,237,NA,0,204.403547853977
"18",1.39276586752385,2.54754876717925,0.686318301374724,-0.46543311139542,1.64197438723007,1.87586827646697,0.907702000099862,8.18829700057745e-08,127,NA,0,198.971510544366
"19",0.715406351722777,2.80891551729292,1.277852734188,-0.00532547384121631,1.0665581337283,2.065974259183,0.941200602371214,0.316566964033623,177,NA,0,213.78969502194
"20",0.731963575817645,2.26704551838338,0.587026366030518,1.74562676272954,1.5992462098412,2.09396875667979,0.977266749115378,9.10255039971748e-07,263,NA,0,212.490995608185
"21",0.832479735836387,1.70371244288981,0.679202484641242,-1.96665322515159,1.37979505280484,2.0769483398507,0.991440968853675,0.264265520558899,369,NA,0,216.313199863151
"22",3.50651930645108,1.787005324848,0.769548338751947,0.793447680190897,1.82089633610954,1.97830133464156,1.03381961920002,1.11480679849263e-06,225,NA,0,218.095380103749
"23",1.6859489036724,0.929682210087776,1.24973105414104,0.352170342684726,1.67139773891733,2.00432846735708,0.904704311017395,3.62839264457233e-07,275,NA,0,199.457137599359
"24",1.85370673239231,1.32897896971554,2.06386296332245,1.92393004814897,1.67363792397523,2.14268545103684,0.854103045809214,7.39632362605201e-10,431,NA,0,192.424868212345
"25",3.05549478624016,1.46640585828573,0.875742636297918,-0.0739309709021995,-0.976462642386029,1.87459101890868,0.948286928961135,0.87545351308902,291,NA,0,209.385793127596
"26",1.84725251793861,1.14266365207732,1.47624673117845,-0.683142598468187,1.18170854997063,2.13611218573788,0.932156097317084,0.312861061429109,341,NA,0,211.795517140337
"27",3.18898015934974,2.50190690997988,5.36229179242395,-0.469011774726507,3.7192143862589,1.88556800499715,0.824814113515864,0.664634564857371,265,NA,0,198.071951627833
"28",2.25701898988336,2.26459927577525,0.647513790162165,0.0779715832927136,1.46065308685385,1.99865297743833,0.911895461901848,8.2656733620988e-09,183,NA,0,202.98126760249
"29",0.775257588364184,0.907596100121737,0.829587263885404,-0.432459727152355,0.338341215718995,2.03952974409783,0.885280125540407,0.750162605043943,469,NA,0,201.580856073646
"30",1.54616610705853,0.894632098264992,1.20688848576096,1.32054934796268,1.01831258912497,2.03606061416989,0.994348227678825,0.577767618933927,371,NA,0,217.127734272375
"31",0.16796768642962,2.09225237835199,3.37781337169158,-0.908389905307064,0.989430242811481,2.15698845351041,0.931693448223404,0.421831907763833,457,NA,0,213.58421055169
"32",1.76785987429321,2.93904269207269,1.27800232678427,0.335599303773771,1.94909557891553,2.01617278541083,1.00041610273781,1.43877372259419e-06,401,NA,0,212.961943668677
"33",2.99357483070344,0.824595732614398,1.45841399924108,0.278055129586172,1.76786576129466,1.97860071669816,1.01539246160468,0.726052270803473,243,NA,0,215.230699404067
"34",1.71482707001269,1.6555255157873,0.762724514363919,2.12111304293743,1.62312980987585,2.03736092866825,1.08502656552155,9.63486500033173e-07,501,NA,1,226.91847071149
"35",0.111275399103761,2.96864475589246,0.804247385164215,-0.171217710666122,2.09875478694873,1.99436373713553,1.01802707320762,5.76136580687089e-07,271,NA,0,215.627907177307
"36",1.65811449475586,1.53199253231287,0.957155212976122,0.0346250113601527,1.62428479316901,2.05065437385532,0.955537063397716,3.97113735362858e-06,279,NA,0,208.47613381976
"37",3.28221031837165,1.15047340001911,0.788344331595696,0.548408814593394,1.52373125813256,2.03928260595764,0.880776540951389,1.25181005587546e-06,429,NA,0,197.872413965461
"38",0.309031045995653,2.57494911272079,1.11362612767711,0.610364268425919,1.21008267051076,1.86202700513893,1.02019715281176,0.433660951201828,185,NA,0,218.961513555478
"39",1.03021888528019,1.57448194082826,1.13334925007398,1.60692270755008,1.58135361679275,2.1823613149467,0.946495449476315,2.7346072095869e-06,359,NA,0,209.384520267546
"40",3.35216170176864,1.75203829165548,0.95536499006134,-0.776700493442459,4.11693261503569,1.86936596205786,0.974642072071338,0.745651915454532,123,NA,0,219.026578290584
"41",1.39230070915073,2.00514750275761,0.939907376762052,-0.982541770061507,4.538681371724,1.89631140482659,1.00106075234002,0.86551790315843,235,NA,0,217.161399849519
"42",2.25205260328948,0.553191729821265,1.01313994844959,0.20665843218316,1.0664670180498,2.20854504368263,0.905307008399483,0.325270323059034,293,NA,0,211.703856659338
"43",1.3552157972008,3.43670763075352,1.40911198377942,-1.02789765416118,0.757638721680774,2.09818788393491,0.825842280983449,0.534092994656875,349,NA,0,197.81600315472
"44",3.8824412683025,1.48316605668515,1.37407463807046,-0.017367260399632,0.462417404668627,2.01353263215002,0.902153898899991,0.536078150288584,431,NA,0,212.012477305869
"45",3.14506790414453,0.0258442722260952,2.37212928982514,-0.25736917271457,1.47891885115626,2.04251763869211,0.977672658042421,8.92080695143234e-08,259,NA,0,213.349786226698
"46",2.22323809191585,3.73561896104366,0.736416303166764,0.106269768789991,0.616955398748994,2.01991161046926,0.895766218904751,0.315430523347555,245,NA,0,216.55407833803
"47",1.36825618706644,2.82117321528494,0.89737684452292,-1.31949027048587,-0.191059829269295,2.03311796499861,0.900109036656129,0.648810010548343,473,NA,0,214.14074824859
"48",0.895331267267466,1.03909244760871,4.00613136407798,0.765094814220291,-1.23829676813885,1.93895198656287,0.964245495032376,0.850367326772165,231,NA,0,213.800545765623
"49",2.1397639401257,2.09351654816419,0.855237895901956,-0.950305730172492,0.887302362785788,2.1204099723346,0.829203764025103,0.31353965589335,183,NA,0,203.119988204375
"50",2.30641963146627,3.19659710489213,1.46448023525826,0.215020057836916,1.47406666669693,2.11126478187739,0.948466831576598,0.0722780998481988,217,NA,0,210.153310226259
"51",0.455022474750876,1.26250701770186,4.60848061900083,0.365178963008326,1.4573093720592,2.18442271035546,0.860760917012193,0.160453380245113,401,NA,0,198.05465431845
"52",1.20902211777866,2.41593785025179,0.614978994291936,0.309344197422989,1.61326186005626,1.90716484486239,0.97839933106653,8.3433574305528e-07,239,NA,0,210.691150202784
"53",1.05173625983298,0.119623832404613,1.66710212184438,0.816868257924601,1.75397844638301,2.02219519574871,0.887970754359842,1.90916833413751e-07,317,NA,0,196.109960334408
"54",0.45927984919399,1.09069799724966,1.41621177588145,1.52269448373871,1.45103462440538,2.10309100658427,1.04996503387878,0.0901542881540761,379,NA,0,224.756186208518
"55",3.36301367916167,1.33292459975928,0.88182279007515,-0.406004532882041,1.896517373854,2.06633764435105,0.919651653619081,4.15248651530618e-06,431,NA,0,200.664411436247
"56",0.981854794546962,0.784907232969999,0.863226650380158,-1.2615855635286,1.68402979188315,1.81003650371575,0.974807663519357,1.07947776414017e-06,303,NA,0,209.183989976932
"57",0.476347877644002,1.34896180219948,1.72946057624405,1.27591332243632,2.1848422889444,1.8643920964575,0.986506393205067,3.88482489063595e-07,485,NA,0,212.064146159166
"58",1.47335792891681,2.99075358640403,0.78131932902772,0.154921782425558,1.85584561152101,1.71562520852312,1.04185609251899,5.39039981587737e-06,327,NA,0,219.213222401145
"59",0.443442271091044,1.46177980303764,0.97656588693077,-0.232708288009957,1.20085182607345,2.10804997391312,0.940099929539435,0.395280142699599,317,NA,0,211.013280069659
"60",0.203191034495831,2.28769583348185,0.849403897562943,0.682489740370907,0.0929848751410022,2.02678569985289,0.95385210113952,0.717971004109973,305,NA,0,215.206204303729
"61",1.14190029818565,1.13549253996462,1.11589935499489,0.384440321880871,1.41940256508073,2.01331392780712,0.925650326881216,0.492146578695986,373,NA,0,203.936401353251
"62",0.51173850428313,1.65552029106766,3.12085194172891,0.485560995066144,2.0445885207064,1.92536293872982,1.03843138276763,0.673156200979099,361,NA,0,218.545638591375
