"","mu0.ini","mu1.ini","sigma.ini","mu0.est","mu1.est","sigma.est","iteration","nothing","convergence.code","min.value"
"1",3.07061744388193,1.95760391652584,6.05078569235845,1.72629699452198,1.99624840794296,0.996902833424778,156,NA,0,6606.20440420984
"2",2.23041171953082,2.98179170209914,1.32144956523556,1.68526693865735,1.95382106453383,0.989638842237637,114,NA,0,6578.24225441726
"3",1.46955887321383,1.6461893832311,2.30289746998427,1.67818853465884,2.03648175495779,1.00342606915873,156,NA,0,6691.59013579187
"4",1.05036865267903,0.355346071533859,1.05079994856033,1.68565468776934,2.05543886404209,0.991563631021827,116,NA,0,6629.35603684371
"5",0.0769712701439857,2.18780003488064,1.04258551535293,1.6996452344107,2.04203953439928,1.0114199660062,98,NA,0,6686.97324876891
"6",2.83381073828787,2.52173059154302,1.50276317848345,1.6902148431841,1.99754750926338,0.98738542629763,128,NA,0,6630.4768347935
"7",1.85864185076207,0.895857733674347,0.861605324248129,1.66818574237643,2.04516870339408,1.00104940815437,116,NA,0,6684.88303494161
"8",1.39902014657855,2.30113361775875,2.51339877598631,1.71795693635997,2.00540644418064,0.99746822418214,82,NA,0,6671.34580758431
"9",3.21372725814581,1.36755241826177,0.923067706875091,1.72551375436545,1.94456238999382,1.00700993107886,114,NA,0,6719.28562044725
"10",1.74608513340354,2.1452998071909,1.49797550782311,1.7098549082164,2.00649336791086,0.998294861231041,84,NA,0,6645.78733582988
"11",2.56825096812099,1.29280118923634,1.81080465934003,1.7322111183246,1.94799525209914,1.00057980506547,92,NA,0,6679.21642806809
"12",0.864426975138485,1.94630285166204,1.83484891019274,1.71787421008187,1.96213552749701,1.00715093258257,188,NA,0,6691.00372281583
"13",0.211087321862578,2.60210770461708,1.16215091750006,1.67771617432691,1.98394001425731,1.03553058319411,176,NA,0,6805.69132085352
"14",1.81384269334376,1.25469395704567,0.950425423135109,1.67845960873151,1.98352646050215,1.01274693969005,104,NA,0,6733.94206429113
"15",2.23401480354369,1.80435979831964,2.5259114677868,1.69938104281398,2.0183821652387,0.982316766560974,142,NA,0,6601.69328303063
"16",3.02149608824402,2.53826840687543,0.909831709870004,1.69503790164809,1.94100007981569,0.996978881513894,156,NA,0,6647.73291067561
"17",1.05591916851699,0.230631868354976,1.49739750375637,1.69112811667971,2.00924027073015,1.00097017514252,120,NA,0,6628.38403525875
"18",3.46669093798846,1.83097106777132,2.3372637018756,1.70382827886131,1.95901117327808,0.998810447954402,108,NA,0,6654.1999063569
"19",3.95351302344352,0.104170336388052,1.73078513047767,1.72123405952983,1.94136550675801,1.00873025558852,112,NA,0,6691.41358800469
"20",2.08213491365314,3.32978642452508,0.787180052425217,1.71637546495137,2.04728436309846,0.994069423319115,114,NA,0,6650.37422863088
"21",1.54603016376495,1.58005199581385,1.80148242118591,1.73748436469515,1.99245160326266,0.999240817202282,106,NA,0,6652.8549931071
"22",0.0415031677111983,3.25043948739767,2.38972915821203,1.71160308443851,1.99501105549596,1.00418074369632,98,NA,0,6665.91513938483
"23",0.76131341047585,2.03332211263478,0.864052467301964,1.71231512097028,1.96461287145673,0.994199448807896,112,NA,0,6623.2615015574
"24",0.380493366159499,2.54417681880295,4.79578569951111,1.73337335558683,2.0236698393524,0.987330882536292,122,NA,0,6607.13273144361
"25",3.49905865173787,1.2605785978958,0.933936071666988,1.68362304955186,2.02838839456153,0.990943267964684,98,NA,0,6621.7075847115
"26",1.65148474369198,2.83280498255044,0.633254018260411,1.68701045383266,1.95370035036327,1.01248013923019,102,NA,0,6697.0615265659
"27",2.87407148443162,2.47938252612948,1.65773011467249,1.70945673251673,2.01574104371152,1.0095327580161,142,NA,0,6670.83912408269
"28",2.27250491455197,0.809745207428932,2.2090927634076,1.68882315003774,1.99860896219026,0.998299164430824,86,NA,0,6680.15996502729
"29",0.369500664994121,2.05930078774691,2.0798361635015,1.69804582579896,1.93076158683459,1.00410216490115,152,NA,0,6656.57247742508
"30",0.575022856704891,2.23590938188136,0.992938671084411,1.69134029848504,2.03731882396675,0.983842698352011,118,NA,0,6570.64296614635
"31",2.93577443622053,2.88606620300561,1.54181221504201,1.67462523010343,2.05961735193676,0.991391877337201,138,NA,0,6605.10328557949
"32",0.494693236425519,3.59328552614897,1.51088093570079,1.71943610324723,1.94827221633393,0.994346354011272,124,NA,0,6609.7640024837
"33",2.61828607041389,2.66396792046726,1.40395283045402,1.7044375134844,1.96471374500806,1.01901057210069,178,NA,0,6720.96882061916
"34",2.50767731666565,1.29204281885177,1.22119209678625,1.69877286894187,1.9709202282062,0.991177295218251,132,NA,0,6614.32086972493
"35",2.49823073577136,3.08237696997821,4.1389391189488,1.71459145839909,1.94275559655038,0.978378041169493,130,NA,0,6596.02280783189
"36",2.83179339114577,2.06075570173562,0.603911141412903,1.7076716120614,2.00773440114977,0.994400904665524,132,NA,0,6613.04968081364
"37",0.760228231549263,3.4573056679219,0.998573320047811,1.69391913385356,1.9532837803228,0.988657779663595,136,NA,0,6617.97378024589
"38",1.03271180577576,3.53284929692745,1.77650004183282,1.678063826837,2.05750872169084,0.986463074448868,148,NA,0,6589.28161039604
"39",1.90428260527551,0.818941636011004,0.699082873276464,1.69511865505277,1.92940586885347,0.995133434858486,184,NA,0,6640.81906878518
"40",1.37273527216166,3.15848144888878,0.944077083718979,1.6967405575513,1.92885216946485,1.0177356883217,72,NA,0,6727.2765498676
"41",1.99837744701654,3.93508161697537,0.720069602475455,1.69894531966292,2.05998256042706,0.994464497768765,86,NA,0,6643.66864831236
"42",0.451945167034864,0.687077285721898,1.72470345477057,1.68647291052795,2.01400351503629,0.983345633908401,102,NA,0,6574.24181896425
"43",1.11555224657059,3.39021767862141,0.934254553681111,1.69142088628665,2.01405503802245,0.995422826278066,82,NA,0,6633.47127171564
"44",2.59109664428979,3.20842721220106,1.0418766141101,1.70121677891602,1.92803821703995,1.00302356806632,124,NA,0,6689.27225967379
"45",1.22430381178856,3.19883253611624,0.839880956722351,1.72856541214794,2.03379640255542,0.981424634665835,96,NA,0,6559.93856153108
"46",3.23469289299101,2.18471155129373,0.933025844406765,1.72931462666464,1.94568753829664,0.981741602739419,122,NA,0,6639.43672450156
"47",2.20270955562592,2.00582122709602,0.908035081946226,1.6922033365262,2.03423678792035,0.990369225910604,90,NA,0,6640.60236116192
"48",0.400738208554685,2.66132524982095,2.64233117418733,1.71819208138048,2.0201055555671,0.989215609488571,142,NA,0,6615.09331288279
"49",1.53720711171627,3.02293245401233,4.91461582608302,1.69517439128275,1.97785453402884,1.00671800895146,134,NA,0,6676.82495663355
"50",1.16786758322269,2.29775500297546,1.14434958865376,1.68737083858045,2.02183332271683,1.00041156985544,94,NA,0,6635.55709774244
"51",3.05736882891506,3.79975184053183,1.71919003967852,1.68167671083819,2.06341833320461,1.00150892724228,124,NA,0,6677.75510417199
"52",0.3310655830428,3.1076153088361,0.65643010745266,1.69933146609034,2.06016244865185,0.997728626058803,116,NA,0,6610.75834088925
"53",2.42727275099605,2.34983805846423,2.21917865487838,1.69715989410075,1.99902660339324,1.01057711402339,198,NA,0,6656.92717967495
"54",3.9878722447902,2.93199547100812,3.09428868103121,1.69172653126263,1.9666862264806,0.999658953357157,106,NA,0,6668.60481862412
"55",2.66560673341155,2.45004972815514,4.73110799359739,1.72122233082915,1.98570620077671,1.01598941074222,176,NA,0,6688.67686566889
"56",3.13141527120024,2.84639834240079,0.984989031467494,1.70336772955929,1.93756748943575,0.986431348555394,170,NA,0,6602.93262653923
"57",1.11669995542616,1.69744458794594,0.856491336734641,1.69117382622637,1.97706593562265,1.01029418678886,138,NA,0,6678.14867451939
"58",2.56085081025958,0.680016441270709,1.37265149021557,1.70458719679799,2.02599889465665,1.01186292876481,90,NA,0,6668.17318509786
"59",1.5738633973524,3.21623146906495,0.636790107170424,1.66549580273855,1.96951958601111,0.986402913244814,116,NA,0,6617.68284012816
"60",0.955267040990293,3.35561084654182,0.695902094086952,1.68055071916057,1.91250283152916,0.989854355270133,82,NA,0,6644.40498004109
"61",2.07749659661204,0.410022967495024,1.7281023642278,1.70648132895887,1.93531450802737,0.987702757569618,88,NA,0,6638.44289594948
"62",1.78975745569915,1.02751170285046,1.01763125404093,1.71842080751799,2.00109649469549,0.999514098273506,96,NA,0,6636.78786348046
"63",2.41637893859297,1.43174002505839,1.41040239356786,1.72577981262331,2.02618309440759,0.985121201363119,86,NA,0,6571.37239667155
"64",2.27543256431818,3.68447525333613,2.82225575853603,1.70556905270921,2.07936674270968,1.00217566838238,132,NA,0,6687.32521073675
