"","alpha.ini","beta.ini","a.ini","alpha.est","beta.est","a.est","iteration","nothing","convergence.code","min.value"
"1",0.299350750632584,1.52380778919905,-0.861227461132327,-0.652589127318903,1.24651654616906,0.108591002147572,384,NA,0,982.405171095437
"2",-2.36710112914443,0.114567115902901,0.395129622649534,-0.553552695898017,1.04597569111142,0.0925390502114511,192,NA,0,906.808700528655
"3",-2.49876239988953,0.123809952288866,-0.0143133547202765,-0.714680435508757,1.36413053659834,0.0963995681665366,134,NA,0,917.938936293493
"4",-1.98154644854367,-0.657462722621858,-0.481074486691996,-0.471186736105716,0.906858431110738,0.102394727029193,152,NA,0,967.066383617594
"5",0.752671017311513,1.53908865805715,0.417972114906739,-0.440920278885421,0.873445018848674,0.107186226326243,418,NA,0,991.417993320505
"6",-1.24879876617342,-0.374773595482111,-1.1762242807077,-0.468519901643521,0.93396273216247,0.100106085567976,148,NA,0,955.303855695962
"7",-1.75461915321648,0.344518000259995,-1.14011010792077,-0.468731810763257,0.937680632759182,0.0993327346142354,140,NA,0,952.129430528316
"8",-1.57894821092486,-0.715714713558555,0.301028648815582,-0.51153205831853,1.00799441717448,0.103163302579022,154,NA,0,966.922778737057
"9",-0.18169336207211,0.249082173220813,-0.197114054653483,-0.439826289156921,0.86281484255559,0.101199742821795,148,NA,0,962.970388826398
"10",-1.14465358387679,-0.728897486813366,0.387907786453998,-0.433453422738791,0.852899863009951,0.10805888200214,136,NA,0,998.229662300748
"11",-0.636546198278666,0.8563346369192,-0.093592835289943,-0.380741874069238,0.7596554426297,0.0947247863753596,146,NA,0,933.269581591892
"12",-2.39145173877478,0.00218487437814474,0.170923416082878,-0.578260723212057,1.1155159167819,0.0934320431483329,248,NA,0,911.473795201093
"13",-1.67425929568708,-0.220134388655424,0.20860310625277,-0.479538162829875,0.944190009331801,0.108449895359057,112,NA,0,996.567513891093
"14",-2.11548469681293,-0.621676822192967,0.313839406363985,-0.523382679388127,1.03763054880336,0.0965827147571116,160,NA,0,933.470193960229
"15",-2.36297965515405,-0.0981927402317524,-0.96532374641226,-0.430830719207621,0.858291389357286,0.0985735703442611,136,NA,0,949.473371598218
"16",0.160416890867054,1.57431404292583,-0.628955443082329,-0.39833796585275,0.775841735814113,0.0926982596610685,446,NA,0,919.83994603036
"17",-0.72294994816184,0.193941875360906,-0.54115195478069,-0.523266558816832,1.00417422140286,0.101086029924616,176,NA,0,956.60342940908
"18",0.127205588854849,1.11613607499748,-0.719419817247279,-0.468984651189969,0.934483874225825,0.0967872638771802,502,NA,1,938.236251117877
"19",-0.445059694349766,-0.212276117876172,0.40545107571713,-0.55733528876345,1.06163732977869,0.0927491260448133,192,NA,0,911.443362006837
"20",-0.523524705320597,-0.561825577169657,0.249459849002936,-0.592147906730516,1.15511912576557,0.110885820345276,124,NA,0,998.293353014655
"21",-2.11251098942012,-0.767478818073869,0.444740043422445,-0.506703144829575,1.01490268180038,0.102469277818855,194,NA,0,965.150232981448
"22",-1.12517328746617,-0.177547420375049,0.559521950131883,-0.708449768204048,1.34952808936475,0.0999025375354753,184,NA,0,934.500333998015
"23",-2.49437940120697,0.841990392655134,0.208480922862198,-0.430622168676573,0.859877907106315,0.101859008468765,208,NA,0,967.312562111373
"24",-1.33330481499434,-0.353499215096235,-0.345167052340567,-0.458798778809041,0.906556918683932,0.103110974819527,128,NA,0,971.402528760396
"25",-0.938855732791126,-0.0642325980588794,0.551668105404056,-0.582822240855564,1.13135112482787,0.0953459525629046,146,NA,0,922.229395069599
"26",-0.791709999553859,0.862779668532312,-0.39279441322679,-0.436349272231024,0.857183143604089,0.0951206166455268,120,NA,0,929.788940831808
"27",-1.11022998485714,-0.876441328786314,-0.0289819289649181,-0.481933942997668,0.957479398760005,0.100736794055133,194,NA,0,958.730045135441
"28",1.12901090364903,1.78388825524598,-0.710034465813256,-0.50911152936808,1.0333609117442,0.0940006347058569,492,NA,0,920.756342851958
"29",-1.04689172469079,0.0132373152300715,-1.16768347815449,-0.625662541513688,1.22449916315791,0.0965492557485277,166,NA,0,925.214414067781
"30",-0.946130780503154,-0.641370619647205,-0.966411320489326,-0.529740921335813,1.04237821348795,0.0994249380742374,132,NA,0,947.394417670736
"31",-0.623804219067097,0.151402679271996,1.02560216737261,-0.288582047915857,0.592215819157389,0.101755369924423,182,NA,0,974.977899642372
"32",-0.236368847079575,-0.939671595580876,0.339203615797549,-0.569755205551626,1.11475557484662,0.102582122599975,160,NA,0,960.914578248736
"33",-1.73078464437276,0.0761393448337913,1.01373983834925,-0.567184018452704,1.11958243629826,0.0989656709488475,144,NA,0,941.885089712987
"34",-1.53628102689981,-0.294475674629211,0.243905659276229,-0.501090124347044,1.0031273781322,0.106256485564982,198,NA,0,983.317114279003
"35",-2.40839811321348,-0.277595487423241,-0.357358650180494,-0.561027007764956,1.09121918195706,0.0966381596058252,150,NA,0,931.811771663304
"36",-0.754388733766973,-0.713192678056657,-0.558211535904178,-0.565468952119123,1.12074205285698,0.10027355534932,148,NA,0,948.12451106886
"37",-2.02508679684252,-0.371859593316913,-0.300635644406779,-0.463010711592947,0.931641451104271,0.0968372371519194,136,NA,0,938.322714022787
"38",-2.02508679684252,-0.371859593316913,-0.300635644406779,-0.709796192605738,1.39226716737373,0.10773654143346,382,NA,0,971.9655148493
"39",-0.922301273792982,-0.469466692768037,-0.863540249951454,-0.476653686996085,0.946441605704406,0.102318611210609,134,NA,0,965.421986472346
"40",-1.74624579679221,0.314040347933769,-0.327518034334355,-0.381166546715483,0.753507820787936,0.0930700674391239,143,NA,0,923.498264742653
"41",-1.16652958467603,0.855127315968275,0.488857784940212,-0.375626290799939,0.743216991912099,0.0980689434110574,164,NA,0,950.735946956337
"42",-2.19812140706927,0.361572802998126,-0.416481758677,-0.666376468804563,1.27849442357205,0.0989857179863627,120,NA,0,935.08795978759
"43",-2.04347683209926,0.408563052304089,-0.418402314835528,-0.568830903710973,1.10269235979671,0.0965758519425099,164,NA,0,926.319551652965
"44",-0.775749756023288,-0.622630141675472,0.318487734748908,-0.488606195254348,0.986294341497412,0.0987049060719236,122,NA,0,946.574671057225
"45",-2.06701138149947,0.292455784976482,-0.268874841604741,-0.485900819001385,0.975614225235488,0.102715036949442,124,NA,0,967.362891741521
"46",-0.782044155523181,-0.524172744713724,-0.420962181734385,-0.495632643908272,0.97262036624816,0.101598235835137,142,NA,0,959.766965295702
"47",0.86421434674412,1.88771846331656,-0.368081614010579,-0.590245373279647,1.10935082766169,0.0968141065557542,448,NA,0,927.868761719908
"48",-1.07109032478184,0.406554685905576,-0.427056492478092,-0.44514504820687,0.871656864091431,0.0967226125642839,196,NA,0,938.610043810162
"49",-2.3439482813701,0.646802615374327,0.491848841971068,-0.429429796478413,0.857835973641508,0.100492462514277,166,NA,0,959.825868567046
"50",-2.23996626865119,0.610056086443365,-0.225726708917177,-0.455070537664109,0.90262231969829,0.103454340915549,176,NA,0,973.367345864518
"51",-2.46631220169365,-0.689060439355671,-0.242526280638997,-0.539868845995469,1.08940362495462,0.105611286026853,178,NA,0,977.734892473217
"52",-1.73165802937001,0.109895345754921,0.168549137912149,-0.699787697334944,1.341292126379,0.0988675308982716,134,NA,0,930.516037938432
"53",-1.34154436271638,0.558055533096194,1.47415250997343,-0.460327870832914,0.898633665265431,0.100599822817202,206,NA,0,959.575591035025
"54",-1.85398074239492,0.00148405414074659,0.519732362766626,-0.582140443692035,1.13311482024864,0.0968390271470456,118,NA,0,930.549105317129
"55",-1.27408897038549,-0.444474273361266,-0.444538510321931,-0.597172803529929,1.18198853850482,0.0985045612092148,140,NA,0,939.137624564399
"56",-1.79681008588523,-0.293727436102927,0.377485490156501,-0.508953837779718,0.99763814111403,0.103945833135397,176,NA,0,971.905223204637
"57",-1.46684329770505,-0.602241603657603,1.51335208231391,-0.502086567230859,0.992741598201994,0.0957692336019054,278,NA,0,929.231939298133
"58",-0.486964501440525,0.700633999891579,-0.83915138852142,-0.398820390845751,0.803063377225725,0.101702767871317,130,NA,0,968.28705337289
"59",-0.964558449573815,-0.215690122917295,0.336179800215808,-0.465292796625087,0.925374487255319,0.105787479618031,172,NA,0,985.008045068574
"60",-1.4066223660484,0.0921004852280021,-0.350942905068173,-0.529900679879501,1.01988487608142,0.097290960474043,146,NA,0,936.346187342838
"61",-0.874537251889706,-0.104376274161041,-1.20359165774562,-0.507331745159826,0.989391313338694,0.108274542269956,150,NA,0,993.161259986792
"62",-2.43927868455648,0.514738614670932,-0.0734513047485081,-0.689831571447681,1.32757972440383,0.106759715884191,144,NA,0,972.55975269906
"63",-1.86975234281272,0.0701534571126103,-0.310465706320339,-0.514081978160019,1.02379701498307,0.101061042424031,178,NA,0,958.390313424428
"64",-0.269131107255816,0.719372091814876,0.246571857363139,-0.482831897586292,0.924720767071318,0.101702999882984,150,NA,0,963.060290156893
"65",-0.782983127981424,-0.584211384877563,0.556257497207135,-0.435399451322291,0.857650850525657,0.107555202892516,106,NA,0,994.706464794557
"66",-1.34483616799116,0.859930841252208,0.479243520167001,-0.504683269854876,0.981897671429617,0.0976054489249327,142,NA,0,939.829795059941
"67",-2.26736935041845,0.495143004693091,-0.19763762337564,-0.490278838117172,0.975633400079283,0.107597515746389,144,NA,0,990.619102446469
"68",0.202943305484951,1.1926198694855,0.787969924417646,-0.437072550174188,0.893779780076046,0.104368354322048,380,NA,0,979.564968786826
"69",-0.37546100653708,0.774093012325466,0.141781974784896,-0.567593724726588,1.11143509977471,0.0939756448312204,136,NA,0,914.851342618346
"70",0.745519773103297,2.54205637332052,0.387753742262252,-0.425083887251689,0.883976858183461,0.102163621425945,468,NA,0,968.098222121404
"71",-2.45952514000237,-0.580401696264744,-0.32016807205533,-0.479624297494652,0.961951251147928,0.0961860277843337,126,NA,0,934.962987830621
"72",-1.20259993337095,0.585981314070523,0.518639120047499,-0.452279510397408,0.90332576107963,0.0985633366715237,180,NA,0,948.735538081071
"73",0.872406057082117,2.88248518761247,-0.681270878695643,-0.483716238095719,0.919525308468374,0.102267528147991,450,NA,0,964.273635133079
"74",1.06466941162944,1.97685012221336,-0.755658828447795,-0.525678629211022,1.08873170527868,0.0934158825207414,472,NA,0,916.923409961299
"75",-1.23325351253152,-0.0730044236406684,-0.320871424985306,-0.440921668476641,0.895924504055319,0.106631625692449,200,NA,0,990.599059246926
"76",-0.29810013435781,0.927242721430957,-0.726581793628776,-0.512802121056144,0.970453341434835,0.10048276720832,158,NA,0,954.068304880273
"77",-2.04814481642097,0.261607858352363,0.363202726270437,-0.287516431685092,0.579034203096731,0.103836016560237,164,NA,0,985.348486025877
"78",-1.50636630691588,-0.418840025551617,-0.523672727582682,-0.528492150599212,1.05057589617101,0.0961610938159536,158,NA,0,930.450298519384
"79",-1.89806669019163,0.229036120697856,-0.34131691390369,-0.521379966689647,1.02994945072543,0.0962152716089275,154,NA,0,931.257215091782
"80",-0.942204130813479,-0.352343969978392,-0.354263967842297,-0.48987139901561,0.931028780459664,0.102827442078193,162,NA,0,968.414710162841
"81",-1.29432439059019,0.299197322688997,0.809429024802757,-0.66659856389156,1.29642271960824,0.10321665998027,194,NA,0,956.715932857176
"82",-1.77048468310386,0.339068179950118,-0.0742676498194587,-0.510142874054733,0.961923746065287,0.0960407048218835,151,NA,0,930.962538810774
"83",-1.78435893636197,-0.482539025135338,0.286984647048558,-0.459974384067683,0.909243576252336,0.0998154595219587,184,NA,0,953.892378018352
"84",-1.45115986280143,0.056905634701252,-0.628401771727138,-0.648510453107386,1.25606985082571,0.0855663778136509,110,NA,0,862.697643413992
"85",-1.65781540237367,0.570434840396047,0.688748132466222,-0.519320249754105,1.00251796035079,0.103244828079521,158,NA,0,965.751518644024
"86",-1.97909669578075,-0.599343872629106,-0.448959875292761,-0.525983529752547,1.04082974028374,0.106304986013838,140,NA,0,981.594837734843
"87",-2.43384263664484,0.207552262581885,0.343163098285889,-0.517461788515221,1.0356312850231,0.0969827937085513,144,NA,0,935.813276690892
"88",-2.01662826538086,0.68572583515197,-0.633413853951373,-0.456644580606136,0.889707364164688,0.105043079941663,136,NA,0,980.51922948045
"89",-2.34873139113188,0.254140041768551,0.385578405391638,-0.415045283966843,0.834431589796748,0.0960135633949805,158,NA,0,938.303196894517
"90",-0.593968185596168,-0.849440967664123,-0.313315073616855,-0.527391523215553,1.01125246842877,0.100163434427395,100,NA,0,952.314959359536
"91",-0.307511932216585,-0.792786972597241,-0.537546755956295,-0.398797627642071,0.801023097509688,0.102407935541621,118,NA,0,971.875374357785
"92",-1.70173644274473,-0.824708829633892,-0.944939958111106,-0.441345547842757,0.862137222432845,0.0963672463958626,193,NA,0,938.393656078476
"93",-1.04156445991248,-0.645533334463835,1.34677372763001,-0.46737272165745,0.955760170591806,0.0946185662863336,186,NA,0,926.830684551688
"94",0.420738035812974,2.58961259853095,-0.730918344195661,-0.413903370301112,0.813458119482241,0.0969853479654415,326,NA,0,942.108544907019
"95",-2.23569495975971,0.122848087921739,0.375800284592738,-0.467651542763866,0.92189983718936,0.100738015447833,184,NA,0,958.879690145588
"96",-0.376506547443569,-0.273576341569424,0.194400090356525,-0.468452144425366,0.925536211809833,0.0962646558585792,170,NA,0,936.33396921757
"97",-2.07881663180888,0.0435935351997614,-0.789603187053006,-0.438441113582638,0.854971164018024,0.0968979848880469,120,NA,0,939.210524637219
"98",-2.07881663180888,0.0435935351997614,-0.789603187053006,-0.533593985500631,1.04060789536197,0.102103538344939,136,NA,0,958.097751202332
"99",0.908961958251894,1.88283373136073,0.36570615191476,-0.611640241847388,1.16052852765121,0.10023726823537,380,NA,0,945.89081674465
"100",-1.92682573385537,-0.784483149647713,-0.352906586653301,-0.541521056141327,1.04651229227422,0.0948423482154537,190,NA,0,922.659171025316
"101",1.27621983829886,2.37550586462021,0.48948119043168,-0.535693051851706,1.03818372201421,0.101136357540704,408,NA,0,957.296514742161
"102",-2.45488646253943,-0.661675224080682,0.35822319613785,-0.483673011672661,0.948713267951271,0.0953349529917077,172,NA,0,929.239643872919
"103",0.783487261272967,1.49580788239837,0.234581389548702,-0.554731866017788,1.07374595027418,0.0978202230104803,358,NA,0,936.47325827595
"104",-1.39884288143367,-0.125592545606196,1.19432992328545,-0.453591169757574,0.899325972621639,0.101708815985615,158,NA,0,962.802958855914
"105",-1.12814278062433,0.0277985818684101,0.797228619561036,-0.369097464343114,0.771386947304942,0.0925709881827021,188,NA,0,922.246334602035
"106",-0.919308357872069,0.349611409939826,-0.565599128158504,-0.3661388153363,0.758607146806797,0.0916625843473892,140,NA,0,916.597498857134
"107",-0.627135663293302,-0.606712825596333,0.847952675724049,-0.44205834629253,0.877448673828728,0.100159656676222,136,NA,0,957.8504492928
"108",-1.39661989919841,0.246572831645608,0.859137880856553,-0.52428785543026,1.03350885721164,0.104831650400816,196,NA,0,973.282137718112
"109",-1.29210489243269,-0.513973108492792,0.243327454566442,-0.507962804325516,0.99190708829152,0.100288319855375,110,NA,0,953.747191793628
"110",-2.29099117685109,-0.335096251219511,0.714379214992203,-0.327450870724652,0.668316071669758,0.100293796431043,192,NA,0,964.739730409162
"111",-1.86800384894013,0.52433043345809,-0.351479881294962,-0.469281712799411,0.952214678267962,0.102420001988813,140,NA,0,966.886959923597
"112",0.859832596965134,1.86455767694861,0.589610754212284,-0.594020079327304,1.1140962869041,0.0943969182006286,366,NA,0,915.223392041374
"113",-0.603819089010358,-0.728339666500688,-0.265996330864783,-0.47311896816031,0.936308751656149,0.0991852814468259,132,NA,0,950.958993606206
